time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
39.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.5499999999316847,2.5499996838505488,2.5498221018366283,2.536384520160722,2.3683335559157705
40.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999996,2.549999999888511,2.5499995773151753,2.549794131220554,2.535610419425429,2.3661238600842975
41.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999936,2.54999999982219,2.5499994423952446,2.549763290070802,2.534825114590786,2.363944178956463
42.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999985,2.5499999997224183,2.5499992735127552,2.5497294543553513,2.5340292576126076,2.3617934208857045
43.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999714,2.549999999575197,2.5499990644008035,2.5496925061267097,2.533223466852553,2.3596705588738214
44.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999483,2.5499999993618485,2.5499988080784384,2.549652333720932,2.5324083286587156,2.357574625293255
45.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999075,2.549999999057828,2.549998496831725,2.549608831874405,2.531584398920222,2.35550470725657
46.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999837,2.549999998631462,2.5499981221964187,2.5495619018292275,2.5307522046007787,2.353459942096475
47.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997187,2.549999998042267,2.5499976749527797,2.5495114512873625,2.5299122452168077,2.3514395140117803
48.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999995286,2.54999999723921,2.549997145121112,2.5494573944002883,2.5290649942393983,2.3494426504313
49.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999224,2.5499999961587223,2.549996521963169,2.5493996517046154,2.528210900459041,2.347468618860421
50.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999987453,2.5499999947226035,2.549995793986398,2.5493381500346994,2.527350389317829,2.345516723926949
51.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999998011,2.549999992835493,2.5499949489579037,2.5492728223756065,2.526483864123231,2.343586304945902
52.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999968987,2.5499999903823527,2.5499939739176205,2.54920360772611,2.525611707264792,2.3416767334638884
53.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999952405,2.5499999872256254,2.5499928551983286,2.549130450925747,2.524734281328269,2.3397874111454113
54.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999999,2.5499999999928074,2.5499999832025546,2.5499915784424148,2.5490533024986615,2.523851930259125,2.3379177675217604
55.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.549999999989286,2.5499999781215164,2.549990128638689,2.5489721184023253,2.522964980224112,2.336067258719275
56.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.5499999999842595,2.5499999717591244,2.549988490142632,2.5488868598715753,2.522073740687801,2.334235365369419
57.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999967,2.5499999999771763,2.5499999638567075,2.549986646709943,2.5487974931908886,2.521178505303959,2.3324215911965003
58.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999945,2.5499999999673095,2.549999954116592,2.5499845815325815,2.548703989484564,2.520279552704712,2.330625461725485
59.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999905,2.5499999999537235,2.5499999421987414,2.5499822772688816,2.548606324513487,2.5193771474090942,2.3288465227631856
60.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999856,2.549999999935225,2.549999927716959,2.5499797160813884,2.5485044784576387,2.5184715405742395,2.327084339244481
61.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999977,2.549999999910292,2.549999910235028,2.5499768796763407,2.548398435701599,2.5175629706411327,2.325338529462908
62.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999643,2.5499999998770035,2.549999889262938,2.5499737493403676,2.548288184632692,2.5166516637896916,2.3236087083303887
63.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999456,2.5499999998329743,2.5499998642533006,2.549970305977874,2.548173717426517,2.51573783456728,2.32189448578805
64.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999917,2.549999999775258,2.549999834597949,2.5499665301529597,2.5480550298183893,2.5148216868111395,2.3201954903437962
65.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999877,2.5499999997002387,2.549999799623624,2.549962402123815,2.547932120947591,2.513903414173665,2.318511365873012
66.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998164,2.5499999996035134,2.5499997585883563,2.5499579018827356,2.5478049931565114,2.5129832006978345,2.316841770311638
67.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997325,2.5499999994797604,2.5499997106782915,2.5499530091970013,2.5476736517805616,2.512061221398227,2.3151863746689867
68.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999996117,2.549999999322599,2.5499996550044117,2.5499477036417475,2.5475381049973493,2.511137642665463,2.313544862378426
69.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999444,2.549999999124424,2.549999590598987,2.549941964638865,2.547398363644645,2.510212622746085,2.311916928573853
70.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999211,2.5499999988762077,2.549999516412294,2.5499357714953654,2.5472544410410745,2.509286312204376,2.3103022794301338
71.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999998891,2.5499999985673156,2.54999943130986,2.549929103435869,2.5471063528372317,2.508358854296465,2.3087006316369996
72.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999998455,2.5499999981853056,2.5499993340699567,2.549921939632948,2.5469541168778136,2.5074303853120954,2.307111711917443
73.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999994,2.5499999999978655,2.549999997715682,2.5499992233806927,2.549914259243114,2.546797753038849,2.5065010349706713,2.305535256482291
74.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999999,2.5499999999970773,2.5499999971416534,2.5499990978377522,2.5499060414363837,2.5466372830947273,2.505570926740334,2.3039710105911593
75.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.54999999999603,2.549999996443837,2.5499989559419083,2.5498972654299448,2.5464727305674897,2.5046401781937226,2.3024187280710167
76.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999976,2.549999999994648,2.5499999955999106,2.5499987960968546,2.549887910520797,2.546304120581464,2.503708901343322,2.3008781708677697
77.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999967,2.5499999999928393,2.5499999945845166,2.549998616608808,2.5498779560929625,2.546131479830477,2.502777202722166,2.2993491089207203
78.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999954,2.5499999999904883,2.54999999336867,2.54999841568339,2.5498673816676356,2.5459548363541,2.5018451838941482,2.2978313194962627
79.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999993,2.5499999999874525,2.5499999919196785,2.549998191425821,2.5498561669045143,2.5457742195302826,2.500912941474672,2.29632458714286
80.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999905,2.54999999998356,2.5499999902006545,2.5499979418387544,2.549844291639512,2.5455896599064767,2.4999805675149513,2.2948287031878376
81.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999865,2.5499999999785983,2.549999988169953,2.549997664821163,2.5498317359158973,2.5454011890579307,2.499048149819352,2.293343465324856
82.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999981,2.549999999972313,2.549999985781098,2.5499973581689455,2.549818479981814,2.545208839595814,2.498115771931602,2.2918686776152297
83.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999727,2.549999999964395,2.5499999829821163,2.54999701957355,2.549804504327832,2.5450126449957704,2.4971835135193383,2.2904041499924044
84.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999625,2.549999999954477,2.5499999797153423,2.549996646622775,2.549789789687247,2.5448126395911848,2.4962514503936157,2.288949698223684
85.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999483,2.5499999999421217,2.549999975916801,2.549996236799801,2.5497743170685636,2.544608858423376,2.4953196548450407,2.287505143477265
86.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999297,2.549999999926811,2.5499999715157196,2.5499957874841304,2.5497580677659935,2.5444013371848655,2.4943881957742944,2.28607031214817
87.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999904,2.5499999999079295,2.5499999664341897,2.5499952959520424,2.5497410233690427,2.54419011216909,2.4934571388099016,2.2846450356983423
88.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.54999999999987,2.549999999884759,2.549999960586629,2.5499947593768524,2.549723165780952,2.5439752201801764,2.4925265465118738,2.2832291503924154
89.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998257,2.5499999998564555,2.549999953879288,2.549994174830965,2.5497044772210464,2.5437566985048994,2.491596478444662,2.281822497194889
90.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999997685,2.549999999822041,2.5499999462098186,2.5499935392851905,2.549684940246991,2.543534584811519,2.490666991401647,2.280424921481218
91.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999694,2.5499999997803746,2.549999937466676,2.549992849611977,2.549664537752076,2.543308917135827,2.489738139451834,2.2790362729675913
92.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999995966,2.5499999997301477,2.5499999275287064,2.5499921025849757,2.5496432529843136,2.5430797337934816,2.488809974134389,2.2776564054605895
93.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999994722,2.549999999669843,2.54999991626453,2.549991294882154,2.549621069546202,2.5428470733542743,2.4878825445321207,2.2762851767538366
94.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999999,2.5499999999993133,2.5499999995977225,2.5499999035320906,2.5499904230868253,2.5495979714041725,2.54261097458801,2.4869558973980137,2.274922448461548
95.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999985,2.5499999999991108,2.5499999995117992,2.5499998891781037,2.5499894836895356,2.5495739428950923,2.542371476417268,2.4860300772701542,2.273568085866129
96.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999985,2.549999999998855,2.5499999994098275,2.5499998730375864,2.5499884730885176,2.5495489687402464,2.5421286178473124,2.4851051266294464,2.2722219577153195
97.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.549999999998533,2.5499999992892173,2.5499998549332297,2.5499873875968317,2.5495230340179664,2.541882438031358,2.4841810857959303,2.270883936331993
98.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.5499999999981298,2.5499999991470923,2.5499998346750092,2.5499862234369366,2.5494961242156093,2.5416329760744443,2.483257993330522,2.2695538971205345
99.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999998,2.549999999997627,2.549999998980171,2.5499998120595797,2.549984976749793,2.5494682251889453,2.5413802711421742,2.48233588584805,2.2682317187759335
100.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999976,2.549999999997002,2.549999998784758,2.5499997868697752,2.549983643595221,2.549439323177489,2.5411243623856197,2.4814147981843653,2.2669172830713045
101.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999996,2.549999999996231,2.549999998556752,2.5499997588741112,2.549982219951453,2.549409404825057,2.5408652888492633,2.4804947635954524,2.265610474608015
102.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999994,2.5499999999952805,2.549999998291489,2.549999727826345,2.549980701724297,2.5493784571373936,2.5406030895827794,2.4795758135698103,2.264311181022617
103.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999992,2.5499999999941156,2.549999997983847,2.5499996934648252,2.5499790847424215,2.5493464675317425,2.54033780345701,2.478657978197969,2.263019292539169
104.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.54999999999999,2.549999999992695,2.549999997628077,2.5499996555121975,2.549977364765312,2.549313423800745,2.5400694692544077,2.4777412860279173,2.2617347021237424
105.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999987,2.549999999990966,2.5499999972177982,2.5499996136748573,2.549975537484594,2.5492793141219763,2.539798125613541,2.476825764192771,2.2604573053212738
106.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999834,2.5499999999888727,2.5499999967459885,2.549999567642348,2.549973598525323,2.5492441270681963,2.5395238109716063,2.4759114385412873,2.2591870000899696
107.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999978,2.5499999999863445,2.5499999962048174,2.5499995170873246,2.5499715434519588,2.549207851580395,2.5392465636271413,2.474998333545546,2.257923686894123
108.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999971,2.5499999999833047,2.549999995585737,2.549999461664536,2.549969367767841,2.549170476995541,2.5389664216240524,2.4740864725409137,2.256667268411875
109.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999962,2.54999999997966,2.549999994879301,2.5499994010109086,2.5499670669206598,2.549131993020724,2.5386834228130875,2.473175877634075,2.255417649628843
110.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999514,2.549999999975306,2.5499999940751414,2.549999334744967,2.5499646363046824,2.5490923897374014,2.538397604812795,2.4722665697997206,2.2541747377123977
111.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999939,2.549999999970121,2.549999993161959,2.5499992624662005,2.54996207126285,2.5490516576073317,2.5381090049644275,2.4713585689888915,2.2529384418724137
112.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999226,2.5499999999639646,2.549999992127325,2.549999183755331,2.5499593670916036,2.5490097874475883,2.537817660393973,2.470451894033293,2.2517086734607887
113.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999999012,2.54999999995668,2.5499999909577746,2.5499990981730973,2.5499565190419182,2.5489667704522025,2.537523607911016,2.46954656286107,2.250485345706781
114.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.549999999999875,2.5499999999480845,2.5499999896386054,2.5499990052606325,2.549953522323544,2.5489225981690624,2.5372268840661145,2.4686425924090862,2.2492683738075314
115.0,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.5499999999998426,2.5499999999379717,2.5499999881538438,2.5499989045389073,2.5499503721076935,2.5488772625010947,2.536927525121394,2.467739998701556,2.2480576748242225
